id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
37818,F,1.5375,1.1875,0.425,33.04134225,13.42348825,7.27164675,10.20582,11.0
37819,F,1.4625,1.15,0.375,26.12406425,10.02154825,4.77689075,8.221355,12.0
37820,I,1.2875,0.9375,0.3,18.24290325,7.4559185,4.4508715,4.819415,8.0
37821,F,1.325,1.0125,0.2875,18.3988255,8.0796075,4.15320175,5.953395,10.0
37822,M,1.4375,1.125,0.4,27.68328675,9.87980075,7.3992195,7.2291225,13.0
37823,I,1.375,1.0625,0.3125,18.71067,9.6104805,3.72795925,4.43669675,8.0
37824,I,1.1,0.875,0.3625,14.8834875,7.27164675,3.345241,4.53592,8.0
37825,I,0.4,0.2875,0.05,0.49611625,0.21262125,0.12757275,0.1417475,4.0
37826,I,0.525,0.4125,0.15,1.54504775,0.75126175,0.1984465,0.5386405,5.0
37827,F,1.75,1.5125,0.45,47.95317925,23.926978,10.262519,12.2186345,12.0
37828,I,1.075,0.8125,0.25,10.27669375,4.9044635,2.36718325,3.118445,7.0
37829,M,1.5875,1.225,0.425,33.26813825,16.4710595,7.6827145,8.0796075,9.0
37830,F,1.375,1.0625,0.35,24.67823975,11.18387775,6.22271525,6.463686,8.0
37831,I,0.8625,0.675,0.225,5.556502,2.65067825,1.20485375,1.984465,7.0
37832,M,1.5,1.1875,0.3875,28.81726675,12.643877,7.654365,7.654365,11.0
37833,I,1.25,1.0125,0.3125,17.76096175,8.43397625,3.58621175,5.2446575,7.0
37834,M,1.3875,1.05,0.3875,30.43318825,13.1825175,6.95980225,7.93786,9.0
37835,F,1.4875,1.1875,0.3625,30.5324115,14.92601175,6.59125875,6.463686,10.0
37836,M,1.825,1.45,0.5375,61.6034635,32.13415825,14.13222575,17.293195,10.0
37837,M,1.625,1.25,0.4125,35.777069,15.7906715,8.2497045,8.958442,10.0
37838,I,0.9,0.6625,0.225,5.31553125,2.05533875,1.65844575,1.5592225,5.0
37839,I,0.8125,0.6125,0.1875,4.7343665,1.91359125,1.34660125,1.2190285,5.0
37840,M,1.65,1.2875,0.4375,41.4186195,14.7133905,8.674947,12.85649825,15.0
37841,M,0.8375,0.65,0.2,5.40057975,2.2963095,1.31825175,1.5592225,7.0
37842,I,0.7,0.525,0.15,2.721552,1.13398,0.623689,0.850485,6.0
37843,M,1.4875,1.1875,0.4375,30.40483875,11.8784405,6.50621025,12.0485375,14.0
37844,I,1.225,0.9375,0.3125,15.71979775,6.13766675,2.62232875,5.8116475,9.0
37845,I,1.0625,0.85,0.2625,11.94931425,4.9611625,2.14038725,3.8271825,11.0
37846,M,1.5875,1.2875,0.4375,40.83745475,18.83824275,8.8166945,9.05766525,10.0
37847,F,1.6625,1.3375,0.425,46.45065575,23.00561925,10.19164525,12.6155275,10.0
37848,F,1.475,1.25,0.375,30.107169,14.35902175,6.2085405,8.1363065,11.0
37849,F,0.9625,0.7,0.275,8.80251975,3.24601775,1.54504775,2.6932025,9.0
37850,F,1.4375,1.1375,0.325,25.61377325,10.70193625,6.8889285,7.7961125,8.0
37851,I,0.725,0.575,0.1875,3.345241,1.304077,0.75126175,1.13398,7.0
37852,M,1.55,1.2125,0.375,33.92017675,15.97494325,7.98038425,8.0796075,11.0
37853,M,1.6,1.2125,0.4125,31.2694985,15.26620575,7.01650125,8.9300925,12.0
37854,M,1.5125,1.2625,0.375,36.0322145,12.77144975,6.78970525,10.489315,13.0
37855,F,1.5625,1.2,0.35,26.54930675,10.90038275,6.2652395,8.0796075,12.0
37856,M,1.1375,0.875,0.325,14.16057525,5.03203625,2.8066005,4.1106775,15.0
37857,F,1.6375,1.3,0.475,44.9906565,18.0586315,9.525432,11.850091,10.0
37858,M,1.15,0.875,0.35,19.4194075,7.087375,4.309124,5.8116475,14.0
37859,I,1.2625,0.95,0.325,15.762322,7.994559,2.948348,4.762716,7.0
37860,I,1.4125,1.1,0.375,28.2644515,11.1980525,5.74077375,7.01650125,19.0
37861,F,1.5,1.25,0.3875,32.16250775,12.870673,6.973977,8.9300925,12.0
37862,F,1.525,1.2125,0.4125,30.43318825,12.74310025,6.19436575,8.50485,8.0
37863,I,1.375,1.0875,0.375,23.88445375,8.34892775,6.3786375,5.5281525,13.0
37864,F,1.95,1.5125,0.55,72.291225,32.47435225,14.911837,17.0097,10.0
37865,F,1.7125,1.375,0.475,47.9390045,20.68096025,9.808927,13.5794105,19.0
37866,F,1.4125,1.1,0.4,29.95124675,12.3320325,7.75358825,7.654365,8.0
37867,F,1.3625,1.075,0.425,22.2543575,9.015141,5.9817445,6.23689,12.0
37868,M,1.2875,1.0,0.3625,18.10115575,7.6260155,4.082328,5.5281525,11.0
37869,I,1.125,0.9375,0.2375,12.88484775,6.123492,2.50893075,3.118445,6.0
37870,F,1.5375,1.1875,0.3875,31.90736225,15.5071765,6.5487345,7.04485075,10.0
37871,M,1.6,1.2625,0.475,33.622507,18.5122235,6.13766675,8.71747125,9.0
37872,M,1.6375,1.3,0.45,39.41997975,19.901349,8.618248,9.63883,11.0
37873,M,1.2375,1.0875,0.425,22.49532825,8.958442,5.40057975,6.747181,8.0
37874,M,1.4375,1.125,0.3875,24.87668625,10.6310625,6.08096775,6.6621325,12.0
37875,M,1.4125,1.1,0.4125,24.6357155,11.1413535,5.45727875,6.23689,9.0
37876,F,1.6625,1.2625,0.425,41.900561,19.731252,8.561549,11.90679,11.0
37877,I,1.35,1.0125,0.3125,17.349894,7.200773,4.819415,5.386405,8.0
37878,F,1.5375,1.1875,0.4125,36.514156,16.44271,8.164656,9.4970825,11.0
37879,I,1.075,0.85,0.275,10.9712565,4.3374735,2.08368825,2.79242575,8.0
37880,I,1.2,0.8875,0.3125,13.90542975,5.68407475,2.8066005,3.8271825,8.0
37881,M,1.1375,0.875,0.325,11.7650425,4.9611625,3.8271825,4.9611625,14.0
37882,M,1.25,1.0,0.3375,20.17066925,8.09378225,4.1106775,5.0745605,9.0
37883,I,0.725,0.525,0.1625,2.36718325,0.97805775,0.623689,0.737087,4.0
37884,F,0.9625,0.7125,0.25,8.561549,3.40194,1.91359125,2.551455,10.0
37885,M,1.3125,1.025,0.375,24.11124975,10.02154825,4.97533725,7.37087,9.0
37886,M,1.6625,1.2375,0.3375,31.39707125,14.72756525,7.0023265,8.8166945,11.0
37887,M,1.4375,1.1875,0.4625,31.3261975,15.2803805,7.314171,7.93786,9.0
37888,I,1.2125,0.9375,0.35,17.84601025,4.91863825,3.07592075,6.0951425,13.0
37889,F,1.475,1.1375,0.375,26.52095725,12.82814875,4.89028875,8.107957,10.0
37890,M,1.375,1.0625,0.375,24.720764,11.12717875,5.3013565,6.180191,8.0
37891,F,1.6625,1.3,0.5,50.5728025,17.463292,10.6877615,14.458245,12.0
37892,M,1.575,1.2375,0.4125,33.29648775,13.70698325,6.917278,9.7805775,9.0
37893,I,0.7875,0.5875,0.1875,3.64291075,1.54504775,0.793786,1.00640725,6.0
37894,M,1.575,1.225,0.4,34.5580405,15.195332,7.49844275,9.07184,11.0
37895,I,0.925,0.675,0.225,5.8116475,2.53728025,1.11980525,1.5592225,6.0
37896,F,1.4875,1.1,0.3625,26.43590875,12.31785775,5.896696,7.01650125,7.0
37897,M,1.2875,1.0,0.3125,19.43358225,8.51902475,4.77689075,5.2446575,10.0
37898,F,1.4,1.125,0.375,26.03901575,11.113004,6.0384435,8.0796075,10.0
37899,I,0.9375,0.725,0.25,7.257472,3.345241,1.68679525,2.1262125,6.0
37900,I,1.15,0.875,0.2875,13.11164375,6.42116175,2.8066005,3.1467945,7.0
37901,I,0.6875,0.5,0.2,3.6003865,1.474174,0.680388,0.97805775,3.0
37902,F,1.625,1.25,0.425,35.11085575,16.0741665,8.7032965,10.8011595,10.0
37903,F,1.8,1.3125,0.425,44.8772585,18.95164075,9.9506745,11.3398,13.0
37904,F,1.775,1.4,0.4125,52.95045875,25.33027825,13.79203175,14.3164975,11.0
37905,F,1.675,1.3125,0.4125,42.2124055,18.01610725,9.22776225,10.77281,9.0
37906,M,1.3875,1.1,0.325,34.699788,17.519991,7.35669525,8.788345,11.0
37907,M,1.5125,1.175,0.4,33.43823525,14.855138,7.75358825,9.185238,10.0
37908,I,1.1,0.8625,0.3,11.8217415,5.953395,2.67902775,3.33106625,7.0
37909,I,0.5875,0.425,0.175,1.54504775,0.60951425,0.340194,0.60951425,5.0
37910,F,1.6375,1.2625,0.4125,37.03862175,16.59863225,6.90310325,9.355335,10.0
37911,F,1.4,1.1,0.3625,25.67047225,11.0846545,6.22271525,6.27941425,8.0
37912,M,1.625,1.2875,0.3625,35.777069,17.8885345,6.293589,11.623295,8.0
37913,F,1.325,0.9875,0.35,19.43358225,11.0846545,4.252425,5.2446575,8.0
37914,F,1.6,1.2625,0.45,37.23706825,13.19669225,7.52679225,10.489315,11.0
37915,M,1.3375,1.05,0.35,20.79435825,9.87980075,4.195726,5.953395,11.0
37916,F,1.5125,1.2125,0.4375,28.2644515,11.92096475,7.01650125,11.056305,12.0
37917,M,1.6125,1.25,0.4375,37.137845,18.86659225,7.04485075,10.9712565,9.0
37918,I,1.375,1.1,0.375,23.88445375,9.05766525,5.2446575,6.520385,11.0
37919,I,1.1,0.875,0.275,12.99824575,5.443104,2.3530085,3.685435,8.0
37920,I,0.75,0.575,0.1625,3.6003865,1.474174,0.94970825,0.97805775,6.0
37921,F,1.55,1.25,0.45,31.70891575,13.60776,7.32834575,10.4042665,13.0
37922,I,1.3,0.975,0.3125,16.9246515,6.633783,3.89805625,4.53592,7.0
37923,M,0.6875,0.5125,0.2125,3.7704835,1.54504775,0.680388,0.9922325,6.0
37924,M,1.5625,1.2,0.375,30.1922175,14.04717725,7.64019025,8.8733935,10.0
37925,F,1.6625,1.2875,0.4375,37.15201975,14.35902175,7.9662095,9.39785925,13.0
37926,M,1.5875,1.2625,0.4375,40.596484,18.0586315,6.9456275,11.793392,12.0
37927,I,1.55,1.2125,0.4125,33.0271675,16.4710595,6.90310325,7.087375,12.0
37928,F,1.1875,0.9,0.35,15.49300175,5.28718175,2.79242575,5.386405,16.0
37929,I,0.725,0.525,0.1625,2.7499015,1.0489315,0.52446575,0.850485,7.0
37930,M,1.7875,1.45,0.4875,49.802304,20.34076625,10.56018875,16.9246515,18.0
37931,F,1.5625,1.2,0.3875,37.1094955,13.99047825,8.901743,11.52407175,10.0
37932,M,1.525,1.15,0.475,31.2694985,12.09106175,7.24329725,8.50485,10.0
37933,F,1.6,1.2375,0.4875,37.77570875,13.93377925,8.2497045,9.63883,18.0
37934,M,1.2875,0.9875,0.325,18.597272,8.34892775,3.175144,4.819415,8.0
37935,F,1.675,1.325,0.4125,36.457457,17.0097,6.8322295,9.355335,15.0
37936,M,1.675,1.3125,0.4875,38.13648475,14.13222575,7.98038425,13.324265,19.0
37937,I,1.475,1.1375,0.3625,27.839209,13.4660125,5.8683465,7.7961125,8.0
37938,M,1.725,1.35,0.3875,42.354153,20.525038,11.793392,10.9145575,11.0
37939,M,0.9375,0.725,0.2375,6.10931725,2.53728025,1.63009625,1.984465,10.0
37940,F,1.5625,1.3,0.425,37.9032815,20.19901875,8.3064035,9.00096625,8.0
37941,F,1.5125,1.25,0.4,31.808139,13.60776,7.257472,8.9300925,12.0
37942,M,1.325,0.9625,0.3125,19.80212575,8.34892775,3.5436875,5.5281525,9.0
37943,M,1.6,1.225,0.4375,33.52328375,13.99047825,7.15824875,8.0796075,9.0
37944,M,1.1875,0.975,0.35,22.80717275,6.5487345,4.01145425,8.17883075,19.0
37945,F,1.5125,1.175,0.3875,29.95124675,13.2959155,5.6982495,7.654365,8.0
37946,M,1.2625,1.025,0.3,19.83047525,9.05766525,3.6570855,5.2446575,7.0
37947,F,1.575,1.2125,0.4375,29.8520235,12.3320325,7.767763,8.9300925,9.0
37948,M,1.6625,1.3125,0.5,38.612019,17.1514475,8.68912175,10.8011595,10.0
37949,F,1.65,1.2875,0.4625,45.472598,17.19397175,8.57572375,14.74174,14.0
37950,F,1.75,1.375,0.4375,43.1762885,20.751834,8.57572375,12.82814875,13.0
37951,F,1.55,1.2375,0.425,39.81687275,16.6411565,7.98038425,10.035723,11.0
37952,I,1.075,0.8125,0.2625,8.20718025,4.55009475,2.0128145,2.83495,6.0
37953,I,0.875,0.75,0.25,5.556502,2.90582375,1.190679,1.70097,8.0
37954,F,1.375,1.0625,0.4,24.7491135,9.2702865,5.556502,6.0951425,12.0
37955,M,1.8,1.35,0.45,43.47395825,15.87572,10.36174225,12.757275,12.0
37956,I,1.3125,1.0,0.3625,18.5689225,8.6465975,4.082328,5.2446575,9.0
37957,F,1.2875,1.0,0.3625,24.6924145,9.8372765,4.57844425,7.07320025,11.0
37958,M,1.2125,0.925,0.3,16.44271,6.95980225,3.9972795,4.6776675,11.0
37959,I,1.3125,1.025,0.3125,19.63202875,9.07184,3.9972795,5.00368675,9.0
37960,M,1.5625,1.175,0.425,32.2900805,14.92601175,7.711064,7.824462,9.0
37961,M,1.55,1.175,0.3875,27.555714,13.08329425,6.90310325,7.654365,10.0
37962,F,1.325,1.0625,0.4,21.0069795,9.87980075,5.68407475,6.0951425,9.0
37963,F,1.5875,1.275,0.4375,38.9805625,17.08057375,7.86698625,11.056305,11.0
37964,I,0.85,0.65,0.225,5.51397775,2.1262125,1.0489315,1.5592225,6.0
37965,F,0.925,0.6875,0.25,6.64795775,2.0695135,1.70097,2.1262125,11.0
37966,I,1.05,0.8125,0.225,8.17883075,3.92640575,1.4458245,2.9766975,8.0
37967,M,1.6,1.225,0.3875,32.431828,13.99047825,7.1724235,9.07184,9.0
37968,F,1.0875,0.875,0.325,11.509897,3.84135725,2.2963095,4.819415,18.0
37969,F,1.525,1.175,0.2875,31.19862475,14.13222575,6.76135575,8.3631025,8.0
37970,F,1.5875,1.225,0.5,37.931631,17.0097,8.06543275,11.52407175,14.0
37971,I,0.825,0.6375,0.2,5.556502,2.0128145,1.34660125,1.70097,6.0
37972,F,1.65,1.2875,0.5,49.668324,20.85105725,10.78698475,10.0640725,9.0
37973,F,1.175,0.8875,0.2875,14.6566915,5.613201,3.61456125,4.1106775,9.0
37974,I,1.1875,0.9375,0.3,15.4504775,7.257472,3.13261975,4.1106775,7.0
37975,M,1.45,1.1375,0.3875,25.16018125,10.5176645,4.9044635,7.5126175,10.0
37976,M,1.2125,0.9375,0.2875,15.8473705,7.47009325,2.9199985,4.3941725,9.0
37977,F,1.5625,1.2125,0.3875,33.962701,12.8990225,9.128539,10.0640725,11.0
37978,F,1.4625,1.0875,0.375,24.30969625,7.78193775,5.45727875,8.0796075,13.0
37979,M,1.3625,1.05,0.4375,22.97726975,8.77417025,4.09650275,8.9300925,17.0
37980,I,1.125,0.8625,0.275,11.89261525,5.40057975,2.48058125,3.685435,8.0
37981,I,0.825,0.65,0.2125,5.57067675,2.721552,1.20485375,1.5592225,6.0
37982,F,1.55,1.1875,0.4375,24.2955215,11.4248485,5.6699,6.9456275,9.0
37983,I,0.6375,0.475,0.15,2.0695135,0.89300925,0.56699,0.7087375,3.0
37984,M,1.025,0.7875,0.2875,10.0073735,4.1673765,1.63009625,2.83495,12.0
37985,M,1.375,1.1,0.375,22.43862925,9.68135425,5.00368675,6.0951425,10.0
37986,F,1.3875,1.075,0.3875,22.01338675,9.99319875,5.23048275,5.57067675,11.0
37987,F,1.525,1.2,0.4125,32.16250775,15.35125425,8.5331995,8.6465975,12.0
37988,I,1.3,0.9625,0.2875,16.37183625,8.12213175,3.50116325,4.74854125,8.0
37989,M,1.5625,1.2375,0.4625,37.37881575,15.1669825,7.9662095,14.5999925,11.0
37990,F,1.85,1.5125,0.525,62.652395,32.47435225,14.118051,12.3320325,11.0
37991,F,1.5125,1.15,0.475,37.15201975,13.4093135,9.31281075,11.3398,23.0
37992,F,1.225,0.9875,0.3125,16.2442635,7.3992195,3.98310475,5.2446575,13.0
37993,I,1.025,0.8125,0.2625,11.5949455,3.96893,2.2963095,4.252425,12.0
37994,I,1.15,0.8625,0.2875,10.64523725,3.72795925,2.79242575,3.40194,6.0
37995,M,1.625,1.2875,0.425,41.00755175,14.84096325,9.7805775,11.3398,11.0
37996,M,1.4375,1.1625,0.425,30.4190135,14.7133905,6.406987,7.7961125,9.0
37997,I,1.25,0.975,0.3,14.8834875,6.78970525,2.96252275,3.55786225,9.0
37998,M,1.15,0.85,0.25,10.1774705,4.2807745,2.0695135,3.2601925,10.0
37999,I,0.9375,0.725,0.25,6.30776375,2.721552,1.31825175,2.551455,8.0
38000,I,0.775,0.6125,0.225,6.27941425,2.62232875,1.6159215,1.71514475,8.0
38001,I,0.9375,0.7125,0.25,7.6260155,3.16096925,1.8994165,2.16873675,8.0
38002,M,0.925,0.725,0.2,7.58349125,3.40194,1.6159215,1.8994165,6.0
38003,M,1.4375,1.1,0.4,28.462898,10.95708175,6.123492,12.0485375,17.0
38004,F,1.4125,1.1625,0.35,26.26581175,13.25339125,5.159609,7.200773,9.0
38005,I,1.0125,0.8125,0.275,9.63883,4.0539785,1.7860185,2.6932025,6.0
38006,F,1.4625,1.1625,0.3875,29.69610125,13.1825175,6.973977,8.9300925,10.0
38007,F,1.525,1.225,0.4375,33.52328375,14.911837,7.49844275,9.6671795,11.0
38008,F,1.375,1.075,0.375,22.15513425,10.432616,5.273007,6.50621025,9.0
38009,F,1.4875,1.1375,0.3875,27.08794725,11.0846545,5.783298,7.1157245,12.0
38010,I,1.025,0.8125,0.2125,8.618248,3.78465825,1.60174675,2.83495,7.0
38011,F,1.5625,1.225,0.375,32.16250775,13.31009025,7.15824875,9.865626,8.0
38012,M,1.3375,1.0875,0.4125,24.79163775,8.845044,4.989512,7.9095105,16.0
38013,M,1.375,1.1125,0.4125,33.0271675,16.3009625,6.59125875,8.3631025,10.0
38014,M,1.625,1.3125,0.4625,39.7743485,16.4710595,8.51902475,12.11941125,12.0
38015,F,1.775,1.375,0.425,44.0834725,23.31746375,8.29222875,10.3475675,11.0
38016,I,0.6875,0.5,0.15,2.83495,1.03475675,0.5953395,0.9922325,5.0
38017,I,0.4,0.3,0.0625,0.5953395,0.21262125,0.12757275,0.1417475,4.0
38018,M,1.5125,1.1375,0.3875,29.10076175,12.7856245,6.80388,7.7961125,11.0
38019,M,1.325,1.075,0.4125,31.70891575,11.793392,6.87475375,9.355335,18.0
38020,M,1.575,1.2875,0.4375,37.7331845,13.1258185,8.60407325,11.056305,15.0
38021,F,1.5875,1.275,0.4375,40.029494,16.96717575,7.314171,13.4660125,18.0
38022,M,1.375,1.0625,0.325,22.566202,8.34892775,5.216308,8.221355,10.0
38023,I,0.4125,0.175,0.125,0.66621325,0.12757275,0.1417475,0.09922325,3.0
38024,M,1.5875,1.2,0.375,30.43318825,14.95436125,6.2652395,7.29999625,9.0
38025,M,1.1,0.875,0.2625,12.99824575,5.4147545,2.99087225,3.685435,8.0
38026,F,1.7,1.35,0.4375,44.9906565,19.391058,10.8011595,10.546014,11.0
38027,I,1.0,0.75,0.275,8.40562675,3.78465825,1.6159215,2.48058125,8.0
38028,I,1.475,1.1875,0.3875,25.86891875,10.5176645,6.6621325,7.72523875,11.0
38029,M,1.3375,1.075,0.325,21.36134825,8.334753,4.97533725,7.37087,9.0
38030,M,1.5875,1.2,0.5375,44.04094825,18.824068,7.540967,13.04077,18.0
38031,M,1.4,1.075,0.3,25.51455,10.4042665,6.36446275,7.087375,12.0
38032,I,0.925,0.6875,0.1875,7.1157245,3.01922175,1.247378,1.91359125,7.0
38033,I,0.525,0.375,0.1,1.304077,0.35436875,0.18427175,0.3118445,4.0
38034,I,1.35,1.05,0.3375,22.41027975,10.77281,5.00368675,6.80388,8.0
38035,F,1.525,1.2375,0.425,36.61337925,17.13727275,8.60407325,8.9300925,9.0
38036,M,1.425,1.0875,0.3125,26.26581175,11.623295,6.0384435,7.49844275,13.0
38037,M,1.6,1.25,0.425,35.4652245,16.5844575,8.674947,9.7805775,9.0
38038,I,1.3625,1.1125,0.35,27.78251,11.77921725,6.010094,8.221355,12.0
38039,I,1.575,1.225,0.3875,32.13415825,13.5227115,7.27164675,9.6104805,11.0
38040,I,1.2375,0.9625,0.3,17.349894,8.66077225,3.572037,4.9611625,8.0
38041,F,1.5625,1.2,0.375,28.36367475,12.77144975,6.520385,8.0796075,9.0
38042,M,1.4,1.0625,0.325,23.133192,9.8372765,4.83358975,5.5281525,8.0
38043,M,1.4375,1.125,0.45,29.95124675,10.02154825,6.293589,9.07184,10.0
38044,M,1.2875,1.0375,0.3625,23.45921125,8.561549,5.57067675,7.83863675,12.0
38045,M,1.4625,1.125,0.3625,27.88173325,12.8990225,5.3013565,8.107957,11.0
38046,F,1.475,1.125,0.4125,28.689694,12.757275,5.9250455,7.7961125,11.0
38047,F,1.525,1.1875,0.3625,28.02348075,13.11164375,5.5281525,7.37087,10.0
38048,F,1.525,1.0875,0.3625,23.756881,10.8011595,4.876114,6.9456275,8.0
38049,I,1.125,0.85,0.3,16.37183625,9.31281075,3.2601925,3.40194,8.0
38050,M,1.775,1.4125,0.5375,66.1393835,35.13920525,10.6310625,18.5689225,10.0
38051,M,1.525,1.175,0.4,29.21415975,13.2959155,6.2652395,7.5126175,8.0
38052,I,0.9625,0.725,0.225,7.1724235,3.005047,1.00640725,1.65844575,6.0
38053,M,1.4875,1.15,0.35,24.76328825,12.23280925,5.40057975,5.896696,10.0
38054,F,1.4375,1.15,0.375,26.1098895,11.60912025,5.79747275,8.6465975,13.0
38055,M,1.5625,1.2125,0.4125,35.890467,16.5277585,7.18659825,8.9300925,17.0
38056,F,1.4125,1.1,0.4375,29.0582375,12.03436275,6.36446275,8.6465975,11.0
38057,F,1.775,1.325,0.3875,43.6298805,17.33571925,7.86698625,14.17475,16.0
38058,M,1.5,1.175,0.4125,31.22697425,11.453198,6.30776375,9.922325,13.0
38059,F,1.45,1.125,0.425,31.18445,11.15552825,6.13766675,8.3631025,13.0
38060,M,1.5875,1.25,0.4375,36.173962,16.59863225,8.8733935,9.355335,10.0
38061,F,1.675,1.3125,0.5,46.096287,13.82038125,8.6465975,17.690088,20.0
38062,M,1.725,1.3375,0.55,52.7017205,22.0275615,12.47378,13.60776,11.0
38063,F,1.6,1.275,0.425,39.3413385,19.7029025,9.56795625,8.3631025,9.0
38064,I,0.9375,0.725,0.25,8.09378225,3.40194,1.80019325,2.324659,7.0
38065,M,1.6125,1.3125,0.4625,43.02036625,12.60135275,6.81805475,14.2030995,19.0
38066,I,0.7125,0.5375,0.1875,3.24601775,1.077281,0.9355335,1.2757275,7.0
38067,M,1.7,1.375,0.425,42.2124055,17.2081465,10.78698475,10.035723,11.0
38068,M,1.325,1.05,0.3625,20.42581475,9.015141,4.52174525,5.8116475,12.0
38069,M,1.65,1.2875,0.425,41.23434775,18.200379,8.901743,11.80756675,11.0
38070,M,1.4875,1.175,0.45,26.308336,13.11164375,6.1518415,7.9095105,8.0
38071,F,1.7375,1.35,0.4375,45.982889,20.2131935,10.56018875,11.056305,10.0
38072,M,1.4625,1.125,0.3375,24.62154075,12.0485375,5.6699,6.520385,9.0
38073,M,1.5125,1.1875,0.3875,31.6096925,15.5071765,6.2085405,8.0796075,9.0
38074,I,1.5625,1.3125,0.4,34.529691,17.463292,6.5487345,8.6465975,10.0
38075,F,1.225,0.925,0.3125,16.9246515,6.577084,5.11708475,4.1106775,9.0
38076,F,1.6625,1.3375,0.4875,45.92619,21.262125,9.128539,13.1825175,13.0
38077,M,1.65,1.2875,0.475,45.79221,18.18620425,9.53960675,13.4660125,11.0
38078,F,1.7,1.375,0.425,43.4597835,14.52911875,10.999606,11.3398,11.0
38079,M,1.5,1.2,0.4,33.9910505,13.31009025,7.824462,10.6310625,16.0
38080,F,1.475,1.225,0.3875,30.43318825,10.77281,7.3992195,10.489315,10.0
38081,F,1.55,1.1875,0.4,30.4190135,16.45688475,5.76912325,7.654365,10.0
38082,I,1.0875,0.85,0.2625,12.4454305,5.68407475,2.82077525,3.685435,8.0
38083,I,1.175,0.9375,0.275,14.47241975,4.72019175,3.118445,4.6776675,8.0
38084,M,1.1375,0.875,0.3375,16.51358375,6.25106475,3.72795925,4.6776675,7.0
38085,M,1.4,1.0625,0.375,24.6924145,9.6104805,5.216308,8.1363065,13.0
38086,F,1.675,1.3125,0.45,50.121916,19.1359125,10.78698475,10.9145575,13.0
38087,I,1.45,1.125,0.375,25.3728025,10.9712565,4.60679375,7.767763,11.0
38088,F,1.3875,1.1,0.3625,21.58814425,7.29999625,3.8271825,6.7755305,13.0
38089,F,1.3625,1.0,0.35,21.70154225,11.6516445,5.00368675,4.9611625,7.0
38090,F,1.425,1.15,0.375,25.51455,12.34620725,4.57844425,6.80388,9.0
38091,I,1.1625,0.875,0.2625,11.49572225,4.9611625,2.608154,4.1106775,7.0
38092,M,1.525,1.2,0.4125,35.62114675,15.705623,5.96756975,9.07184,8.0
38093,I,0.625,0.4625,0.1875,2.721552,1.14815475,0.52446575,0.63786375,4.0
38094,I,0.7375,0.5375,0.1875,3.01922175,3.13261975,0.63786375,0.9922325,3.0
38095,F,1.5625,1.275,0.4875,38.71124225,13.5227115,8.6465975,12.0485375,10.0
38096,F,1.4,1.125,0.3875,22.5378525,5.5281525,4.9044635,9.922325,13.0
38097,F,1.4625,1.125,0.4625,24.9192105,10.87203325,5.046211,8.221355,13.0
38098,F,1.375,1.0875,0.4,24.38057,10.13494625,4.49339575,7.7961125,17.0
38099,M,1.5125,1.1625,0.3,25.9397925,10.092422,5.82582225,7.93786,9.0
38100,M,1.0875,0.8,0.3,12.6722265,6.293589,2.4664065,3.13261975,9.0
38101,I,0.975,0.75,0.225,6.44951125,2.70737725,1.34660125,2.02698925,9.0
38102,F,1.125,0.9,0.3125,14.17475,4.72019175,3.061746,4.53592,9.0
38103,M,1.6375,1.175,0.3875,32.1199835,15.52135125,7.824462,8.9300925,8.0
38104,I,0.925,0.6875,0.1875,6.10931725,3.01922175,1.40330025,2.1262125,6.0
38105,F,1.625,1.2375,0.4625,33.8776525,13.79203175,7.98038425,10.0640725,10.0
38106,I,1.0875,0.8375,0.3,10.77281,4.649318,2.84912475,3.40194,10.0
38107,I,0.9125,0.675,0.225,6.08096775,2.7499015,1.31825175,1.984465,6.0
38108,I,0.6375,0.4625,0.1875,2.62232875,1.1056305,0.5953395,0.7087375,5.0
38109,I,0.7,0.525,0.1875,3.18931875,1.1056305,0.623689,0.9922325,3.0
38110,F,1.325,1.05,0.375,19.74542675,8.60407325,4.89028875,5.5281525,8.0
38111,I,1.475,1.15,0.3625,25.344453,11.07047975,5.556502,6.6621325,9.0
38112,I,1.2,0.925,0.3125,18.18620425,8.29222875,3.96893,4.1673765,7.0
38113,M,1.225,0.9775,0.3375,15.0535845,6.2085405,3.8838815,4.252425,10.0
38114,F,1.6,1.1875,0.45,42.921143,16.782904,10.50348975,11.623295,14.0
38115,M,1.4125,1.0875,0.375,28.81726675,10.5176645,6.87475375,7.5126175,15.0
38116,F,1.4875,1.1375,0.425,36.18813675,12.23280925,6.53455975,13.7495075,14.0
38117,M,1.7125,1.4,0.4875,49.45570275,23.6151335,10.9145575,13.834556,10.0
38118,M,1.5375,1.2,0.3875,30.12134375,14.0330025,6.08096775,6.6621325,10.0
38119,F,1.5625,1.2375,0.4,31.0994015,13.551061,6.520385,9.4970825,10.0
38120,I,1.3,0.9125,0.325,16.839603,8.8166945,2.90582375,4.252425,9.0
38121,M,1.0375,0.775,0.2625,8.901743,3.912231,1.51669825,2.551455,9.0
38122,F,1.4625,1.1,0.35,22.43862925,10.78698475,4.86193925,6.0384435,9.0
38123,I,0.925,0.725,0.225,6.1518415,2.211261,1.63009625,2.1262125,10.0
38124,I,1.025,0.75,0.25,8.901743,3.515338,2.11203775,2.6365035,9.0
